filename,text_length
1c9a21b28dca41ad47ac43d1af4fbc16.jpg,1172
8efae4a2a4bfbd6e781f7eb5b109bbc2.jpg,1219
TEST-REPORT-02.12.2022-.pdf,20
0d8b73af9352dee034de3d3c9b272b19.jpg,328
pathkind_report.pdf,15081
Z021.pdf,5362
dab0ecaa3094e050eefc8ec711bc4b42.jpg,1985
76b0c1a0771db9148effdc9cc40dbe1a.jpg,579
